"SPECIE","SPECIE_NAME"
"M_m01201m","8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate"
"M_m01467l","cholesterol-ester-4,7,10,13,16-docosa"
"M_m01334c","AMP"
"M_m00269c","10-formyl-THF-glu(7)"
"M_m00136c","(ADP-D-ribosyl)n+1-acceptor"
"M_m02400m","lipoylprotein"
"M_m02533m","N-acetyl-L-cystathionine"
"M_3docopencoa_m","3,7,10,13,16-Docosapentenoyl Coenzyme A"
"M_dgcholcoa_p","Chenodeoxyglycocholoyl Coenzyme A"
"M_m02532c","N-acetyl-L-aspartate"
"M_m00004c","(10Z)-heptadecenoyl-CoA"
"M_m02665c","oxidized ferredoxin"
"M_m02798c","prostaglandin-PGE2-1-glyceryl ester"
"M_3hexdtetcoa_m","3,7,10,13-Hexadecatetraenoyl Coenzyme A"
"M_m01468l","cholesterol-ester-5,8,11,14,17-eico"
"M_m01202c","8(S)-HETE"
"M_m01335c","anandamide"
"M_m00137c","(ADP-D-ribosyl)n-acceptor"
"M_pcholeic_hs_c","1-Eicosadienoylglycerophosphocholine (Delta 11,14)"
"M_m00001c","(-)-trans-carveol"
"M_m02664c","oxidized dithiothreitol"
"M_acmpglut_c","acetaminophen-glutathione-conjugate"
"M_m02531c","N-acetyl-L-asparagine"
"M_m02797c","prostaglandin-PGB2-glyceryl ester"
"M_m01465l","cholesterol-ester-15-tetra"
"M_m01599c","cob(II)alamin"
"M_m01332c","aminoacetone"
"M_am4n9cs_c","AM4N9 (cyclosporine)"
"M_m00267c","10-formyl-THF-glu(5)"
"M_m00134c","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA"
"M_m02530c","N-acetyl-L-alanine"
"M_m00002c","(+)-alpha-pinene"
"M_m02663c","oxidized adrenal ferredoxin"
"M_m02796c","prostaglandin J2"
"M_m01200m","8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate"
"M_m01466l","cholesterol-ester-4,7,10,13,16,19-doco"
"M_m01333c","aminochrome-O-semiquinone"
"M_m01598m","cob(I)alamin"
"M_m00268c","10-formyl-THF-glu(6)"
"M_m00135c","(9Z,12Z,15Z,18Z,21Z)-TPA"
"M_lysargleu_c","Lysyl-Arginyl-Leucine"
"M_m02662c","oxalosuccinate"
"M_1hibupglu_S_c","1-hydroxy S-ibuprofen-glucuronide"
"M_m02795c","prostaglandin I2"
"M_icdchol_c","Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid"
"M_m00398p","16,18-oxo-18-CoA-dinor-LTE4"
"M_m01463l","cholesterol-ester-13-eicose"
"M_m01597c","CoA"
"M_m01330c","alpha-tocotrienol"
"M_c3dc_c","Malonyl Carnitine"
"M_4hexdtricoa_m","4,7,10-Hexadecatrienoyl Coenzyme A"
"M_m00265c","10,13,16-docosatriynoic acid"
"M_m00132c","(9Z,12Z,15Z,18Z)-TTA"
"M_m02661c","oxalate"
"M_m02794c","prostaglandin H2"
"M_tripvs_c","triol metabolite of pravastatin"
"M_m01464l","cholesterol-ester-13-octade"
"M_6hsmv_c","6'-beta-hydroxy simvastatin lactone"
"M_trpsertyr_c","Tryptophanyl-Seryl-Tyrosine"
"M_m01596c","CO2"
"M_m01331c","alpha-tocotrienoxyl radical"
"M_m00399c","16alpha-hydroxydehydroepiandrosterone"
"M_m00266c","10-formyl-THF"
"M_m00133c","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine"
"M_m00130c","(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine"
"M_m02793c","prostaglandin H1"
"M_thrilearg_c","Threonyl-Isoleucyl-Arginine"
"M_m01461l","cholesterol-ester-13,16-docosa"
"M_m01595c","CO"
"M_m03119c","urate radical"
"M_m02660c","orotidine-5-phosphate"
"M_m00263c","10,13,16-docosatrienoylcarnitine"
"M_m00396c","16(R)-HETE"
"M_m01462l","cholesterol-ester-13-docose"
"M_m00397p","16(S)-hydroxy-18-oxo-18-CoA-LTE4"
"M_5ohfvsglu_c","5-hydroxy-fluvastatin-glucuronide"
"M_m01594c","CMP-N-trimethyl-2-aminoethylphosphonate"
"M_m03118c","uracil"
"M_CE5117_m","(3E,5Z,8Z)-Tetradecatrienoyl Coenzyme A"
"M_m00264c","10,13,16-docosatrienoyl-CoA"
"M_m00131c","(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA"
"M_m02792c","prostaglandin G2"
"M_m00261c","10,13,16,19-docosatetraenoylcarnitine"
"M_m00394c","15-oxo-lipoxin A4"
"M_CE4790_m","(3S)-3-Hydroxy-Cis-8-Tetradecenoyl Coenzyme A"
"M_m01593c","CMP-neuNGc"
"M_m03117c","undecylic acid"
"M_m02791c","prostaglandin G1"
"M_m00262c","10,13,16,19-docosatetraenoyl-CoA"
"M_m01460l","cholesterol-ester-13,16,19-doco"
"M_trpprogly_c","Tryptophanyl-Prolyl-Glycine"
"M_trpglyval_c","Tryptophanyl-Glycyl-Valine"
"M_m01819s","fatty acid-uptake pool"
"M_m01592c","CMP-N-acetylneuraminate"
"M_m03116c","undecanoyl-CoA"
"M_m02790c","prostaglandin F2beta"
"M_m00395c","15-oxo-prostaglandin E2-glyceryl ester"
"M_m00392c","15-keto-prostaglandin F2alpha"
"M_7dhcdchol_c","7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid"
"M_trpmetval_c","Tryptophanyl-Methionyl-Valine"
"M_m01591c","CMP-2-aminoethylphosphonate"
"M_m00619c","25-hydroxycholesterol"
"M_m03115c","undecanoyl-[ACP]"
"M_CE2955_c","All-Trans-3,4-Didehydroretinoate"
"M_m00393c","15-oxoETE"
"M_m00260c","10,13,16,19-docosatetraenoic acid"
"M_m02049c","heme"
"M_hca24g_c","Hyocholic acid-24glucuronide, HCA-24G"
"M_15kprostgf2_c","15-Keto-Prostaglandin F2A"
"M_ileasp_c","Isolecyl-Aspartate"
"M_m01590c","CMP"
"M_m03114c","UMP"
"M_6msmv_r","6'-exomethylene-simvastatin-lactone form"
"M_cysacmp_c","cysteine-conjugate-acetaminophen"
"M_m01949c","GDP-4-dehydro-6-deoxy-D-mannose"
"M_m00390c","15H-11,12-EETA"
"M_m01816n","fatty acid-ligands"
"M_3hdececrn_c","3-Hydroxyhexadecenoylcarnitine"
"M_m03113c","umbelliferone"
"M_m02048r","HDL"
"M_m00617p","25(S)DHCA-CoA"
"M_m01948c","GDP"
"M_m00391c","15-HpETrE"
"M_m01815c","fatty acid-LD-TG3 pool (liver tissue)"
"M_m03112c","UDP-xylose"
"M_m00618m","25(S)THCA-CoA"
"M_m02047l","HDL remnant"
"M_m01947c","GD3"
"M_m02179c","iso-A2E(9-cis)"
"M_m02046c","HCO3-"
"M_hisprolys_c","Histidyl-Prolyl-Lysine"
"M_m01814c","fatty acid-LD-TG2 pool (liver tissue)"
"M_m03111c","UDP-N-acetylglucosamine"
"M_lst4exp_c","Losartan-E3174/ losartan-M6"
"M_m00615c","25(R)TetraHCA-CoA"
"M_m00748m","3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA"
"M_m02178c","iso-A2E(9,13-di-cis)"
"M_m02045c","harman"
"M_m01813c","fatty acid-LD-TG1 pool (liver tissue)"
"M_m01946c","GD2"
"M_m03110c","UDP-N-acetyl-D-galactosamine"
"M_m00616c","25(R)THCA-CoA"
"M_CN0021_c","7,12-Dimethylbenz[A]Anthracene-3,4-Oxide"
"M_5ohhexa_c","5-Hydroxyhexanoic Acid"
"M_m00749m","3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA"
"M_leuval_c","Leucyl-Valine"
"M_m02177c","iso-A2E(13-cis)"
"M_m01812c","fatty acid-LD-SM pool (liver tissue)"
"M_m01945c","GD1c"
"M_pcholn2254_hs_c","1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6"
"M_m00613c","24R,25-dihyoxyvitamin D2"
"M_m00879c","3-oxo-hexacosenoyl-CoA"
"M_m00746m","3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al"
"M_m02044c","haptoglobin"
"M_ptvstgluc_r","pitavastatin-glucuronide"
"M_m01944c","GD1beta"
"M_m01811c","fatty acid-LD-PS pool (liver tissue)"
"M_trpthrile_c","Tryptophanyl-Threonyl-Isoleucine"
"M_m00614c","25(R)DHCA-CoA"
"M_m00747c","3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one"
"M_m02176c","iso-A2E(11-cis)"
"M_m02043c","H2S2O3"
"M_m00877m","3-oxoheptanoyl-CoA"
"M_m01943c","GD1b"
"M_3thexddcoa_c","3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A"
"M_m01810c","fatty acid-LD-PI pool (liver tissue)"
"M_m00744c","3,8-LD1"
"M_m00611c","24-oxo-1alpha,23,25-trihydroxyvitamin D3"
"M_m02175c","iodine"
"M_m02042c","H2S"
"M_glc2man_g","(2)[Glucose-1,3]-Mannose Oligosaccharide"
"M_m01942g","GD1alpha"
"M_m00612c","24-oxo-1alpha,25-dihydroxyvitamin D3"
"M_m00745c","3alpha,12alpha-dihydroxy-5beta-cholanate"
"M_m00878c","3-oxohexacosanoyl-CoA"
"M_m02174c","iodide"
"M_m02041c","H2O2"
"M_m00875m","3-oxoheptadecanoyl-CoA"
"M_ocdcya_c","Octadecadienoate (N-C18:2)"
"M_3octdec2crn_c","3-Hydroxyoctadecadienoylcarnitine"
"M_m01941c","GD1a"
"M_C03968_c","1-Alkyl-Sn-Glycerol 3-Phosphate"
"M_2hexdtricoa_m","2,7,10-Hexadecatrienoyl Coenzyme A"
"M_m02040c","H2O"
"M_m00742c","3,7,24THCA"
"M_m02173c","inositol-1-phosphate"
"M_m01940c","GAR"
"M_m00876c","3-oxoheptanoyl-[ACP]"
"M_dmnoncoa_c","4,8-Dimethylnonanoyl Coenzyme A"
"M_m02172c","inositol-1,3-bisphosphate"
"M_m00610c","24-hydroxycholesterol"
"M_m00743c","3,7,24THCA-CoA"
"M_ggdp_c","2-Trans,6-Trans,10-Trans-Geranylgeranyl Diphosphate"
"M_phyt_c","Phytanate"
"M_m00740c","3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA"
"M_m00873c","3-oxoheneicosanoyl-CoA"
"M_m02171c","inositol"
"M_rsv_c","rosuvastatin"
"M_m00741c","3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA"
"M_m00874c","3-oxoheptadecanoyl-[ACP]"
"M_m02170c","inosine"
"M_metglyarg_c","Methionyl-Glycyl-Arginine"
"M_m02529c","N-acetylglucosamine-6-phosphate"
"M_hiscyscys_c","Histidyl-Cystyl-Cysteine"
"M_m00871c","3-oxo-eicosadienoyl-CoA"
"M_m02528c","N-acetylglucosamine-1-phosphate"
"M_m00872c","3-oxoeicosanoyl-CoA"
"M_2hxic_L_c","2-Hydroxy-Isocaproate"
"M_m02527c","N-acetylglucosamine"
"M_sphmyln181181_hs_c","Sm (D18:1/18:1), Sphingomyelin"
"M_m01328c","alpha-tocopheryl hydroquinone"
"M_pcs_c","P-Cresol Sulfate"
"M_m02659c","orotate"
"M_m02526c","N-acetylgalactosamine-1-phosphate"
"M_tsacmgluc_c","thiomethyl-sulphoxide-acetaminophen-glucuronide"
"M_m01329c","alpha-tocopheryl quinone"
"M_m00870c","3-oxoeicosa-cis,cis-11,14-dienoyl-CoA"
"M_hisphearg_c","Histidyl-Phenylalanyl-Arginine"
"M_m02525c","N-acetylgalactosamine"
"M_m02658c","ornithine"
"M_m01459l","cholesterol-ester-12,15,18,21-tetracosa"
"M_m00128c","(9E)-tetradecenoic acid"
"M_m01326c","alpha-pinene-oxide"
"M_stacmp_c","sulphate-conjugate of thiomethyl-acetaminophen"
"M_m02657c","O-propanoylcarnitine"
"M_m02524c","N-acetyl-D-mannosamine"
"M_m00129c","(9E)-tetradecenoyl-CoA"
"M_m01327c","alpha-tocopherol"
"M_CE2884_c","3,5-Diiodothyroacetate"
"M_m02523c","N-acetyl-D-glucosaminylphosphatidylinositol"
"M_3mtp_c","3-Methyl-Thio-Propionate"
"M_m02656c","O-phosphoprotamine"
"M_m02789c","prostaglandin F2alpha"
"M_m01457l","cholesterol-ester-11-docose"
"M_m01324c","alpha-GalNAc-globoside"
"M_m00259c","10,11-epoxy-(4Z,7Z)-hexadecadienoic acid"
"M_m00126c","(9E)-octadecenoylcarnitine"
"M_m02655c","O-phospho-L-homoserine"
"M_m02522c","N-acetyl-D-glucosaminyldiphosphodolichol"
"M_m02788c","prostaglandin F1alpha"
"M_3octpencoa_m","3,6,9,12,15-Octadecapentenoyl Coenzyme A"
"M_vanilpyr_c","Vanilpyruvic Acid"
"M_m01458l","cholesterol-ester-11-eico"
"M_m01325c","alpha-hydroxyisocaproic acid"
"M_m00127c","(9E)-octadecenoyl-CoA"
"M_slfcys_c","S-Sulfo-L-Cysteine"
"M_ptvst_c","pitavastatin"
"M_m02521c","N-acetyl-beta-D-glucosaminylamine"
"M_m02654c","O-methylhippurate"
"M_m02787c","prostaglandin E3"
"M_m01589c","CL pool"
"M_m01455l","cholesterol-ester-11,14,17-eico"
"M_m01322c","alpha-D-galactose-1-phosphate"
"M_m00257c","10,11-dihydro-LTB4"
"M_m00124c","(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine"
"M_m02653c","omeprazole"
"M_m02520c","N-acetyl-5-methoxykynuramine"
"M_m02786c","prostaglandin E2"
"M_sphmyln18120_hs_c","Sm (D18:1/20:0), Sphingomyelin"
"M_m01588c","citrulline"
"M_m01456l","cholesterol-ester-11,14-eicosa"
"M_pcholn183_hs_c","1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)"
"M_m01323c","alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol"
"M_m00258c","10,11-dihydro-LTB4-CoA"
"M_m00125c","(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA"
"M_m02785c","prostaglandin E1"
"M_m01453l","cholesterol-ester-10,13,16-docosa"
"M_m01587c","citrate"
"M_m01320c","alpha-[3-[(hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol"
"M_m02652p","omega-COOH-tetranor-LTE3-CoA"
"M_aracheth_s","O-Arachidonoyl Ethanolamine"
"M_m00388c","15-epi-lipoxin B4"
"M_m00255c","10,11-dihydro-20-dihydroxy-LTB4"
"M_m00122c","(8Z,11Z)-eicosadienoylcarnitine"
"M_34dhpe_c","3,4-Dihydroxyphenylethanol"
"M_leutyrtyr_c","Leucyl-Tyrosyl-Tyrosine"
"M_m02784c","prostaglandin D3"
"M_m01454l","cholesterol-ester-10-hepta"
"M_m01586c","cis-vaccenoyl-CoA"
"M_m01321c","alpha-CEHC-glucuronide"
"M_m02651p","omega-COOH-tetranor-LTE3"
"M_m00256c","10,11-dihydro-20-trihydroxy-LTB4"
"M_m00389c","15-epi-lipoxin B5"
"M_m00123c","(8Z,11Z)-eicosadienoyl-CoA"
"M_m02783c","prostaglandin D2"
"M_m01585c","cis-vaccenic acid"
"M_m01451c","cholesterol-ester pool"
"M_m02650p","omega-COOH-dinor-LTE4-CoA"
"M_proleuarg_c","Prolyl-Leucyl-Arginine"
"M_m00386c","15-epi-lipoxin A4"
"M_m03109c","UDP-glucuronate"
"M_m00253c","10,11-dihydro-12-oxo-LTB4"
"M_m00120c","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine"
"M_m02782c","prostaglandin D1"
"M_m01452l","cholesterol-ester-10,13,16,19-docosa"
"M_m01584c","cis-gondoic acid"
"M_m03108c","UDP-glucose"
"M_leutrparg_c","Leucyl-Tryptophanyl-Arginine"
"M_m00254c","10,11-dihydro-12R-hydroxy-LTC4"
"M_m00387c","15-epi-lipoxin A5"
"M_m00121c","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA"
"M_m00251c","1,4-naphthoquinone"
"M_m01583c","cis-erucic acid"
"M_m03107c","UDP-galactose"
"M_m00384c","15-deoxy-PGD2"
"M_m02781c","prostaglandin C2"
"M_acmpglu_c","Acetaminophen glucuronide"
"M_m01450c","cholesterol"
"M_m01582c","cis-cetoleic acid"
"M_m03106c","UDP"
"M_m02780c","prostaglandin C1"
"M_m00252c","10,11-dihydro-12-epi-LTB4"
"M_m00385c","15-deoxy-prostaglandin J2"
"M_m00382c","15-deoxy-delta-12,14-PGD2"
"M_m01581c","cis-beta-D-glucosyl-2-hydroxycinnamate"
"M_m03105c","ubiquitin"
"M_m01809c","fatty acid-LD-PE pool (liver tissue)"
"M_m00250c","1,4-dihydroxynaphthalene"
"M_m00383c","15-deoxy-delta-12,14-PGJ2"
"M_m01807c","fatty acid-chylomicron pool"
"M_m02039c","H+"
"M_m01580c","cis-aconitate"
"M_m03104c","ubiquitin C terminal thiolester"
"M_adpcoa_c","Adipoyl Coenzyme A"
"M_m01808c","fatty acid-LD-PC pool (liver tissue)"
"M_m01806c","farnesyl-PP"
"M_m00380c","15(S)-HPETE"
"M_m01939c","GAP"
"M_6melvst_c","6'-exomethylene-lovastatin lactone form"
"M_m02038c","guanosine"
"M_m00607c","23S,25,26-trihydroxyvitamin D3"
"M_m03103c","ubiquinone"
"M_m02037c","guanine"
"M_m00381c","15-dehydro-prostaglandin D2"
"M_m01805c","farnesylcysteine"
"M_m01938c","gamma-tocotrienol"
"M_tmacmp_c","thiomethyl-conjugate-acetaminophen"
"M_m00609c","24,25-dihydrolanosterol"
"M_vanillac_c","Vanil-Lactate"
"M_m00608c","23s,25-dihydroxyvitamin D3"
"M_m03102c","ubiquinol"
"M_CN0023_c","7,12-Dimethylbenz[A]Anthracene-3,4-Diol-1,2-Epoxide"
"M_pecgon_r","Pseudoecgonine"
"M_trpglyleu_c","Tryptophanyl-Glycyl-Leucine"
"M_m01937c","gamma-tocopheryl-quinone"
"M_m02169c","indoleacetate"
"M_m02036c","guanidinoacetate"
"M_m01804c","FAICAR"
"M_pe226_hs_c","1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)"
"M_m00605c","21-hydroxypregnenolone"
"M_m00738c","3,5-diiodo-L-thyronine-beta-D-glucuronoside"
"M_m03101c","tyrosine"
"M_m01936c","gamma-tocopheroxyl-radical"
"M_m02168c","indole-3-acetaldehyde"
"M_m02035c","guanidine"
"M_m01803c","FADH2"
"M_m03100c","tyramine-O-sulfate"
"M_m00739c","3,5-diiodo-L-tyrosine"
"M_CN0022_c","7,12-Dimethylbenz[A]Anthracene-3,4-Diol"
"M_m10001s","steroids"
"M_m00606m","22beta-hydroxycholesterol"
"M_gum_s","Gums"
"M_6ahglz_c","6-alpha-OH-gliclazide"
"M_m02167c","IMP"
"M_m02034c","GTP"
"M_m01802c","FAD"
"M_m01935c","gamma-tocopherol"
"M_m00869c","3-oxoeicosa-cis,cis,cis-11,14,17-trienoyl-CoA"
"M_m00603c","21-deoxycortisol"
"M_m00736c","3,5-diiodo-L-thyronine"
"M_m10002s","xenobiotics"
"M_hexdeceeth_s","Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)"
"M_m02166c","imidazole-4-acetate"
"M_m01934c","gamma-linolenoyl-CoA"
"M_m01801g","F1alpha"
"M_m00737c","3,5-diiodo-L-thyronine-4-O-sulfate"
"M_m00604c","21-hydroxyallopregnanolone"
"M_m02299l","keratan sulfate II (core 4-linked), degradation product 1"
"M_m02033c","GT3"
"M_argvalcys_c","Arginyl-Valyl-Cysteine"
"M_m10003s","arachidonate derivatives"
"M_m01933c","gamma-linolenoylcarnitine"
"M_m00601p","20-oxo-LTE4"
"M_m01800c","etiocholanolone"
"M_glntyrleu_c","Glutaminyl-Tyrosyl-Leucine"
"M_m01099c","5-formiminotetrahydrofolate"
"M_m00734c","3,5,3-triiodothyronine-4-sulfate"
"M_m00867c","3-oxododecanoyl-[ACP]"
"M_asntyrgly_c","Asparaginyl-Tyrosyl-Glycine"
"M_aspglutrp_c","Aspartyl-Glutamyl-Tryptophan"
"M_m02165c","imidazole-4-acetaldehyde"
"M_m02032c","GT2"
"M_m02298g","keratan sulfate II (core 4-linked), biosynthesis, precursor 9"
"M_m01932c","gamma-linolenate"
"M_35dhpvs_c","3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin"
"M_m00602c","20-trihydroxy-LTB4"
"M_3hpppn_c","3-(3-Hydroxy-Phenyl)Propionate"
"M_m00735c","3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine"
"M_m02297g","keratan sulfate II (core 4-linked), biosynthesis, precursor 8"
"M_m00868m","3-oxododecanoyl-CoA"
"M_m02164c","III3Fuc-nLc6Cer"
"M_m02031c","GT1c"
"M_m01931c","gamma-L-glutamyl-L-alpha-aminobutyrate"
"M_gumtchol_s","Guar Gum-Taurocholic Acid Complex"
"M_m01097c","5-carboxy-gamma-chromanol"
"M_m00998c","4-hydroxy-debrisoquine"
"M_m00865c","3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA"
"M_trpphe_c","Tryptophanyl-Phenylalanine"
"M_m02296g","keratan sulfate II (core 4-linked), biosynthesis, precursor 7"
"M_m00732c","3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside"
"M_ethmalcoa_c","Ethylmalonyl Coenzyme A"
"M_m02163c","III3Fuc-nLc4Cer"
"M_m02030c","GT1b"
"M_1glyc_hs_s","1-Acyl Phosphoglycerol"
"M_ibup_R_c","ibuprofen-R"
"M_psylchol_s","Psillium-Glycocholic Acid Complex"
"M_m01930c","gamma-L-glutamyl-L-alanine"
"M_m01098c","5-deoxyadenosine"
"M_m00999c","4-hydroxy-E4-neuroprostane"
"M_m00733c","3,5,3-triiodo-L-thyronine-beta-D-glucuronoside"
"M_m00866c","3-oxodocosanoyl-CoA"
"M_m00600c","20-oxo-LTB4"
"M_m02295g","keratan sulfate II (core 4-linked), biosynthesis, precursor 6"
"M_m02162c","III3,IV2Fuc-nLc4Cer"
"M_m01095c","5beta-cholestane-3alpha,7alpha-diol"
"M_CE4754_c","Dynorphin B (6-9)"
"M_tacr_c","Tacrolimus"
"M_m02161c","IDP"
"M_m00730c","3,4-dihydroxyphenylethyleneglycol"
"M_m00863c","3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA"
"M_m02294g","keratan sulfate II (core 4-linked), biosynthesis, precursor 5"
"M_m00996c","4-hydroxybenzoyl-CoA"
"M_m01096m","5-carboxy-alpha-chromanol"
"M_m00997c","4-hydroxy-D4-neuroprostane"
"M_m02293g","keratan sulfate II (core 4-linked), biosynthesis, precursor 4"
"M_m00731c","3,4-epoxynonanal"
"M_m00864c","3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA"
"M_phetyrlys_c","Phenylalanyl-Tyrosinyl-Lysine"
"M_m01093c","5beta-cholestane-3alpha,7alpha,26-triol"
"M_crglz_c","carboxy-gliclazide"
"M_m02519c","Na+"
"M_acmp_c","acetaminophen/paracetamol"
"M_m02292g","keratan sulfate II (core 4-linked), biosynthesis, precursor 3"
"M_m00861c","3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA"
"M_m00994c","4-hydroxy-all-trans-retinyl-acetate"
"M_m02518c","N8-acetylspermidine"
"M_m01094c","5beta-cholestane-3alpha,7alpha,27-triol"
"M_m02291g","keratan sulfate II (core 4-linked), biosynthesis, precursor 2"
"M_m00862c","3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA"
"M_hdl_hs_s","High Density Lipoprotein"
"M_m00995c","4-hydroxybenzoate"
"M_m01091c","5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol"
"M_m02517c","N6,N6,N6-trimethyl-L-lysine"
"M_3ohsubcoa_p","3-Hydoxy-Suberyl Coenzyme A"
"M_3hpvscoa_c","3'-S-hydroxy-pravastatin-CoA"
"M_ileargile_c","Isoleucyl-Arginyl-Isoleucine"
"M_m02290g","keratan sulfate II (core 4-linked), biosynthesis, precursor 10"
"M_m00992c","4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone"
"M_m01318c","alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde"
"M_m01092c","5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol"
"M_m02516c","n5m2masn"
"M_m02649c","omega-carboxy-trinor-LTB4"
"M_m01319c","alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol"
"M_m00860c","3-oxodocasa-cis,cis-13,16-dienoyl-CoA"
"M_m00993c","4-hydroxy-all-trans-retinoate"
"M_prohis_c","Prolyl-Histidine"
"M_m02515g","n4m2masn"
"M_lyslyslys_c","Lysyl-Lysyl-Lysine"
"M_m02648c","omega-3-arachidonic acid"
"M_ocde9ecoa_p","9-Octadecenoyl Coenzyme A"
"M_m00118c","(7Z)-tetradecenoyl-CoA"
"M_m01316c","all-trans-decaprenyl-diphosphate"
"M_m01449c","cholestenol"
"M_m00990c","4-hydroxy-2-quinolinecarboxylic acid"
"M_m01090c","5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol"
"M_m02514c","N4-acetylaminobutanal"
"M_m02647c","oleoyl-CoA"
"M_m00119c","(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA"
"M_m00991c","4-hydroxy-3-nitrophenylacetate"
"M_m01317c","alpha tubulin"
"M_trpproleu_c","Tryptophanyl-Prolyl-Leucine"
"M_m02646c","oleate"
"M_m02513c","N4-(acetyl-beta-D-glucosaminyl)asparagine"
"M_arghisthr_c","Arginyl-Histidyl-Threonine"
"M_m02779c","prostaglandin B2"
"M_m01314c","allopregnanolone"
"M_glnhishis_c","Glutaminyl-Histidyl-Histidine"
"M_m00249c","1,4-benzothiazine-O-quinonimine"
"M_m01447c","cholest-5-ene-3beta,7alpha,25-triol"
"M_m00116c","(7Z)-octadecenoyl-CoA"
"M_m02512g","n3m2masn"
"M_m02645c","O-D-mannosylprotein"
"M_m02778c","prostaglandin B1"
"M_pe161_hs_c","1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)"
"M_CE1950_c","Cyanosulfurous Acid Anion"
"M_6bhglzglc_c","6-beta-OH-gliclazide-glucuronide"
"M_m00117c","(7Z)-tetradecenoic acid"
"M_m01315c","alloxan"
"M_m01448c","cholest-5-ene-3beta,7alpha,27-triol"
"M_m02644c","octanoyl-CoA"
"M_m02511c","n2m2nmn"
"M_m02777c","prostaglandin A2"
"M_m01579m","cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA"
"M_m01312c","allantoate"
"M_m01445c","cholate"
"M_m00247c","1,3-bisphospho-D-glycerate"
"M_m00114c","(6Z,9Z,12Z,15Z,18Z,21Z)-THA"
"M_m02643c","octanoyl-[ACP]"
"M_m02776c","prostaglandin A1"
"M_m01578c","cis-2-hydroxycinnamate"
"M_m01313c","allantoin"
"M_m01446c","cholest-5-ene-3beta,7alpha,24(S)-triol"
"M_m00248c","1,3-diaminopropane"
"M_trideceth_s","Tridecanoyl Thanolamide (C13:0)"
"M_m00115c","(7Z)-octadecenoic acid"
"M_serargala_c","Seryl-Arginyl-Alanine"
"M_m02510g","n2m2nmasn"
"M_m02642c","octanoic acid"
"M_m02775c","propinol adenylate"
"M_m01310c","alkylamine"
"M_3hexdcrn_c","3-Hydroxyhexadecanoylcarnitine"
"M_m01443c","chloroacetic acid"
"M_m01577m","cis,cis-palmito-7,10-dienoyl-CoA"
"M_m00245c","1,2-dihydroxy-5-(methylthio)pent-1-en-3-one"
